,sample,date,time,n_iter,df,cnc_uranine,cnc_SrB,area1,area2,area3,area4
235,4_4_4_CorrectionData.txt,2024-11-26 15:15:00,189.25,15,1,0.20111058993997133,0.14641380706795903,8141.140462540135,7086.04722353959,3050.7861107846993,2601.933412658685
236,4_1_5_CorrectionData.txt,2024-11-26 17:00:00,191.0,15,1,0.2166614065848571,0.16834006829307965,8770.651731195907,8441.889200906291,3789.798994838938,2991.5870446405606
237,4_2_5_CorrectionData.txt,2024-11-26 18:45:00,192.75,15,1,0.18492326004219387,0.13942271511586232,7485.862555739616,6731.667406622857,2392.497593349879,2477.694065937194
238,4_3_5_CorrectionData.txt,2024-11-26 20:30:00,194.5,15,1,0.25013705909292683,0.1493237688131616,10125.776735924528,8575.241695935241,3607.561691441298,2653.6466140706716
239,4_4_5_CorrectionData.txt,2024-11-26 22:15:00,196.25,15,1,0.2595835229742426,0.1448283659897109,10508.1782263436,9366.877460525957,4223.558802820307,2573.758391477925
240,4_1_6_CorrectionData.txt,2024-11-27 00:00:00,198.0,15,1,0.1728249058290951,0.12699944055443402,6996.110121301427,6500.78003218677,2216.5573120272657,2256.9188957306756
241,4_2_6_CorrectionData.txt,2024-11-27 01:45:00,199.75,15,1,0.17440084668525008,0.13149526902174277,7059.905647307507,7005.85693200323,2124.472438135297,2336.814682480098
242,4_3_6_CorrectionData.txt,2024-11-27 03:30:00,201.5,15,1,0.37836327093719957,0.12749578691127517,15316.490968900742,7983.881253662821,2499.0798409310337,2265.7395131026215
243,4_4_6_CorrectionData.txt,2024-11-27 05:15:00,203.25,15,1,0.24323627830357605,0.17324764376174515,9846.426823400916,8359.842122117081,3273.5823566191307,3078.8000257300964
244,4_1_7_CorrectionData.txt,2024-11-27 07:00:00,205.0,15,1,0.19772715080101858,0.141488692267568,8004.175754292339,8260.340376463184,3495.4689472254745,2514.4087384702107
245,4_2_7_CorrectionData.txt,2024-11-27 08:45:00,206.75,15,1,0.21828391719012433,0.14557666243127343,8836.332443203088,8222.936134084706,3572.154924516117,2587.056437289762
246,4_3_7_CorrectionData.txt,2024-11-27 10:30:00,208.5,15,1,0.2836907613506425,0.1562255108762461,11484.061265843362,8588.777165986026,4124.348812020903,2776.2981155862094
247,4_4_7_CorrectionData.txt,2024-11-27 12:15:00,210.25,15,1,0.28812476149458066,0.1565416624072287,11663.553643611727,8877.706804891708,3998.536422485293,2781.916473911835
248,4_1_8_CorrectionData.txt,2024-11-27 14:00:00,212.0,15,1,0.1758856006345136,0.11549824863411016,7120.009843992892,6831.525395981433,2350.5534315134128,2052.5301420866926
249,4_2_8_CorrectionData.txt,2024-11-27 15:45:00,213.75,15,1,0.189187440825139,0.1576003863914388,7658.480490588213,6757.282218195298,3164.157534567194,2800.731156519062
250,4_3_8_CorrectionData.txt,2024-11-27 17:30:00,215.5,15,1,0.19728860096946538,0.1747474996275311,7986.422856349155,7205.883643843943,3920.6319537050103,3105.4541041227803
251,4_4_8_CorrectionData.txt,2024-11-27 19:15:00,217.25,15,1,0.1917293224238965,0.12942579012153724,7761.378180564697,7309.308736320318,3235.027154963298,2300.037780048092
252,4_1_9_CorrectionData.txt,2024-11-27 21:00:00,219.0,15,1,0.17517225437014824,0.1369106199296555,7091.132935331044,6778.549151509587,2471.735378007881,2433.0513882303253
253,4_2_9_CorrectionData.txt,2024-11-27 22:45:00,220.75,15,1,0.18654980881813396,0.1300154874474296,7551.706736585854,7311.898465422176,3007.880847823664,2310.5173461923055
254,4_3_9_CorrectionData.txt,2024-11-28 00:30:00,222.5,15,1,0.2540640100945531,0.18236280166849628,10284.743301053171,9752.656743435315,4623.195629671788,3240.786346516273
255,4_4_9_CorrectionData.txt,2024-11-28 02:15:00,224.25,15,1,0.1578331254800864,0.12627313191839123,6389.229152769342,6478.314703064424,2712.219015605281,2244.011597260217
256,4_1_10_CorrectionData.txt,2024-11-28 04:00:00,226.0,15,1,0.17232272776025145,0.16552080978663156,6975.781494167056,6874.490033738806,2794.343454585414,2941.485738938943
257,4_2_10_CorrectionData.txt,2024-11-28 05:45:00,227.75,15,1,0.1550983649015698,0.1301294759362158,6278.523545432769,6215.9312117067375,1636.4972122560864,2312.54304625141
258,4_3_10_CorrectionData.txt,2024-11-28 07:30:00,229.5,15,1,0.18291157972325725,0.12045301941440209,7404.4278980864365,6962.410057403623,3026.220289199392,2140.5818354582243
259,4_4_10_CorrectionData.txt,2024-11-28 09:15:00,231.25,15,1,0.26202834751738907,0.11694340352071785,10607.146958014875,7977.833650633504,3445.3560887747926,2078.212124279712
260,4_1_11_CorrectionData.txt,2024-11-28 11:00:00,233.0,15,1,0.15912285285957944,0.09663575852202125,6441.438495688433,6291.871043266146,1892.0328561311585,1717.3230721290904
261,4_2_11_CorrectionData.txt,2024-11-28 12:45:00,234.75,15,1,0.16548013579805995,0.0487036259908749,6698.787118541801,6033.390529753888,1511.8603470676594,865.5166771564767
262,4_3_11_CorrectionData.txt,2024-11-28 14:30:00,236.5,15,1,0.208201332621422,0.064607004415861,8428.180206049657,6539.846473017598,1957.459603805216,1148.1370975033087
263,4_4_11_CorrectionData.txt,2024-11-28 16:15:00,238.25,15,1,0.17070175889945674,0.13230709386570486,6910.163193385021,6642.699827333656,2962.0003566567993,2351.2416974524695
264,4_1_12_CorrectionData.txt,2024-11-28 18:00:00,240.0,15,1,0.18445887993847074,0.13065555513143914,7467.064024774402,6775.411879363697,2795.866602932713,2321.8920486656484
265,4_2_12_CorrectionData.txt,2024-11-28 19:45:00,241.75,15,1,0.2055797921504707,0.14666559138068697,8322.057852131755,8015.882915271596,3672.836677598884,2606.4078951490283
266,4_3_12_CorrectionData.txt,2024-11-28 21:30:00,243.5,15,1,0.19666983447325728,0.09688464618531976,7961.374623132557,7493.6788335602305,3047.4464349722925,1721.7460779924265
267,4_4_12_CorrectionData.txt,2024-11-28 23:15:00,245.25,15,1,0.1520887858327839,0.13408668987576058,6156.693034471511,6132.620640274027,2282.0669145780494,2382.867064023594
268,4_1_13_CorrectionData.txt,2024-11-29 01:00:00,247.0,15,1,0.17114764758843382,0.11958199937128076,6928.213174983224,6905.797165012301,2492.0456843068614,2125.102857084
269,4_2_13_CorrectionData.txt,2024-11-29 02:45:00,248.75,15,1,0.1473853581363944,0.09311333025802646,5966.293983167758,5639.489656393175,1811.9779756493385,1654.7256711235466
270,4_3_13_CorrectionData.txt,2024-11-29 04:30:00,250.5,15,1,0.2655970111224337,0.13180319293365894,10751.609721914556,8245.15957275028,3878.218643472097,2342.2868270203967
271,4_4_13_CorrectionData.txt,2024-11-29 06:15:00,252.25,15,1,0.23175744554997468,0.1376473138250813,9381.753183783187,8555.016771659108,3935.455869065846,2446.1432441132906
272,4_1_14_CorrectionData.txt,2024-11-29 08:00:00,254.0,15,1,0.16052033886377015,0.14235309298109428,6498.010006208821,6706.935115773925,1984.0122276284478,2529.7700841212127
273,4_2_14_CorrectionData.txt,2024-11-29 09:45:00,255.75,15,1,0.16197245542059843,0.12624236507668546,6556.793011423255,6424.847861458408,2287.252513239727,2243.464836848482
274,4_3_14_CorrectionData.txt,2024-11-29 11:30:00,257.5,15,1,0.20585640719141024,0.14721370607041853,8333.25548176932,7859.496076818497,3736.116482193142,2616.1484923901044
